Date_Collected,Site,Experiment,Block,Plot,Treatment2,Treatment,Species,ID,SLA,Leaf_Thickness_cm,Aboveground_Dry_Weight_g,Leaf_Number,Plant_Height_cm,Plant_Area,Focal_Root_Weight_g,Total_BeG_Weight_g,SRL,Root_Diam_Max,Root_Diam_Mean,F_Leaf_Stage,S_Leaf_Stage,E_Leaf_Stage,Flower_Number,E_Flower_Stage,F_Flower_Stage,S_Flower_Stage,Percent_N_AbG,Percent_C_AbG,Percent_N_BeG,Percent_C_BeG,Log_Focal_Root_Weight,Log_Total_BeG_Weight,Log_SRL,Notes
08_02_2021,KZA,Pplots,,F1,0,Control,Sorghastrum_nutans,SN_Pplots_F1,47.00297364,0.04,0.33,7,58.4,5329,0.3194,3.0617,7.523265498,0.36206895,0.03570748,2,4,1,NA,NA,NA,NA,,,,,-0.495665088,0.485962634,0.876406388,
08_02_2021,KZA,Pplots,,E5,10,10,Sorghastrum_nutans,SN_Pplots_E5,62.22514719,0.043333333,0.74,9,61.1,12547.496,0.6766,2.977,6.224451966,0.5043458,0.04155631,3,5,1,NA,NA,NA,NA,,,,,-0.169668007,0.473778835,0.79410112,
08_02_2021,KZA,Pplots,,C5,0,Control,Sorghastrum_nutans,SN_Pplots_C5,43.0412493,0.033333333,0.37,7,47.7,11164.662,0.4042,2.3506,9.217116526,0.56779134,0.046464965,3,4,0,NA,NA,NA,NA,,,,,-0.393403691,0.371178732,0.964595078,
08_02_2021,KZA,Pplots,,A5,0,Control,Sorghastrum_nutans,SN_Pplots_A5,38.62823295,0.036666667,0.58,8,49,9945.04,0.8278,5.8733,2.941442498,0.57732344,0.05227113,4,3,1,NA,NA,NA,NA,,,,,-0.082074578,0.768882185,0.468560363,
08_02_2021,KZA,Pplots,,D6,0,Control,Sorghastrum_nutans,SN_Pplots_D6,46.73028767,0.033333333,1.89,11,66.9,34223.364,0.6111,2.9316,4.565247914,0.28937343,0.04176848,7,2,2,NA,NA,NA,NA,,,,,-0.213887716,0.467104713,0.659464367,
08_02_2021,KZA,Pplots,,C6,0,Control,Sorghastrum_nutans,SN_Pplots_C6,44.3943684,0.03,4.01,21,69.2,39545.724,1.4788,4.4585,3.615677171,0.6971139,0.04118734,10,8,3,NA,NA,NA,NA,,,,,0.169909442,0.649188771,0.558189647,
08_02_2021,KZA,Pplots,,B6,10,10,Sorghastrum_nutans,SN_Pplots_B6,42.51968825,0.036666667,0.88,8,61,46730.88,0.2893,2.2616,6.787638438,0.41402552,0.0418632,3,4,1,NA,NA,NA,NA,,,,,-0.538651566,0.354415795,0.8317187,
08_02_2021,KZA,Pplots,,D7,10,10,Sorghastrum_nutans,SN_Pplots_D7,48.63903348,0.03,0.94,7,55,3741.1,0.7525,2.5611,8.237391362,0.49159825,0.038678855,3,3,1,NA,NA,NA,NA,,,,,-0.123493496,0.408426536,0.9157897,
08_02_2021,KZA,Pplots,,C7,10,10,Sorghastrum_nutans,SN_Pplots_C7,39.40347039,0.043333333,0.9,8,62.5,14340.625,0.3255,2.4742,5.75770937,0.5582989,0.05283232,3,4,1,NA,NA,NA,NA,,,,,-0.487449007,0.393434803,0.760249739,
08_02_2021,KZA,Pplots,,B7,10,10,Sorghastrum_nutans,SN_Pplots_B7,55.01660417,0.03,0.48,16,60.5,19565.7,0.6177,1.5836,7.508645297,0.4148486,0.04158148,5,9,2,NA,NA,NA,NA,,,,,-0.209222399,0.199645493,0.875561589,
08_02_2021,KZA,Pplots,,F8,0,Control,Sorghastrum_nutans,SN_Pplots_F8,47.06108851,0.026666667,0.14,6,41.9,3846.42,0.4837,1.6179,4.791928882,0.46646142,0.05048295,3,2,1,NA,NA,NA,NA,,,,,-0.315423913,0.208951675,0.680510364,
08_02_2021,KZA,Pplots,,E8,10,10,Sorghastrum_nutans,SN_Pplots_E8,34.9701488,0.06,1.78,9,82.4,46674.656,0.2563,2.2238,9.748935622,0.45826957,0.04643434,4,2,3,NA,NA,NA,NA,,,,,-0.591251394,0.347095726,0.988957202,
08_03_2021,KZA,Nutnet,,4,0,Control ,Sorghastrum_nutans,SN_Nutnet_4(S1),37.5837148,0.026666667,0.51,7,37.9,7968.475,0.3211,3.9046,3.807615073,0.52892995,0.059930697,1,5,1,NA,NA,NA,NA,,,,,-0.493359694,0.59157655,0.580653037,
08_03_2021,KZA,Nutnet,,4,0,Control ,Sorghastrum_nutans,SN_Nutnet_4(S2),47.36616814,0.02,0.04,6,36,2203.2,0.1934,2.911,9.018394002,0.23373163,0.032979175,3,2,1,NA,NA,NA,NA,,,,,-0.71354353,0.464042205,0.955129205,SC=11.2cm
08_03_2021,KZA,Nutnet,,5,10,10,Sorghastrum_nutans,SN_Nutnet_5(S1),41.67942373,0.03,1.22,9,59.9,69932.052,0.29,2.1917,10.84504483,0.4130327,0.034257405,4,4,1,NA,NA,NA,NA,,,,,-0.537602002,0.340781108,1.035231352,SC=14.0cm
08_03_2021,KZA,Nutnet,,5,10,10,Sorghastrum_nutans,SN_Nutnet_5(S2),44.5086557,0.033333333,1.12,8,55,31917.6,0.5854,2.2007,5.735675094,0.40875912,0.037309106,3,4,1,NA,NA,NA,NA,,,,,-0.232547282,0.342560843,0.758584542,SC=10.5cm
08_03_2021,KZA,Nutnet,,14,10,10,Sorghastrum_nutans,SN_Nutnet_14(S1),48.67507236,0.02,0.33,7,42.8,10402.112,0.165,4.2006,6.081015152,0.28267854,0.024933469,2,4,1,NA,NA,NA,NA,,,,,-0.782516056,0.623311328,0.783976086,
08_03_2021,KZA,Nutnet,,14,10,10,Sorghastrum_nutans,SN_Nutnet_14(S2),40.12026582,0.03,1.53,13,60.2,60180.736,0.6852,2.0069,3.243862668,0.3803024,0.051676914,6,5,2,NA,NA,NA,NA,,,,,-0.164182646,0.302525733,0.51106246,
08_03_2021,KZA,Nutnet,,18,0,Control,Sorghastrum_nutans,SN_Nutnet_18(S1),46.35777328,0.02,0.05,5,42.1,12276.36,0.2344,2.2788,9.185175768,0.26117566,0.034729786,2,2,1,NA,NA,NA,NA,,,,,-0.630042393,0.357706211,0.963087471,SC=13.5cm
08_03_2021,KZA,Nutnet,,18,0,Control,Sorghastrum_nutans,SN_Nutnet_18(S2),67.02486911,0.023333333,0.07,5,34.1,1457.775,0.3974,2.6439,8.134825113,0.42757,0.0332581,2,2,1,NA,NA,NA,NA,,,,,-0.400772137,0.422245025,0.910348221,
08_03_2021,KZA,Nutnet,,21,0,Control,Sorghastrum_nutans,SN_Nutnet_21(S1),37.10799,0.033333333,1.4,12,54,51036.48,0.5343,1.5428,3.905028636,0.3542003,0.040581614,5,5,2,NA,NA,NA,NA,,,,,-0.272214826,0.18830963,0.591624223,
08_03_2021,KZA,Nutnet,,21,0,Control,Sorghastrum_nutans,SN_Nutnet_21(S2),37.81992922,0.043333333,0.85,9,60.9,22515.948,0.6728,1.1781,4.093822384,0.75190294,0.05853519,0,6,3,NA,NA,NA,NA,,,,,-0.172114017,0.071182156,0.612128996,
08_03_2021,KZA,Nutnet,,25,10,10,Sorghastrum_nutans,SN_Nutnet_25(S1),45.64258039,0.033333333,0.14,6,41.9,14547.261,0.4864,3.6375,7.864542969,0.4306142,0.03541003,4,2,0,NA,NA,NA,NA,,,,,-0.313006434,0.560803002,0.89567349,SC=12.6cm
08_03_2021,KZA,Nutnet,,25,10,10,Sorghastrum_nutans,SN_Nutnet_25(S2),43.76347685,0.043333333,0.91,7,53.8,31974.416,0.5303,2.9572,2.611636244,0.7033648,0.14339429,4,3,0,NA,NA,NA,NA,,,,,-0.275478373,0.470880698,0.416912687,
08_04_2021,KZA,Change,A,A2,20,20,Sorghastrum_nutans,SN_Change_A2,35.74331068,0.03,0.32,7,85.4,12255.754,0.5687,5.5007,4.453199578,0.3688381,0.03755169,4,2,1,NA,NA,NA,NA,,,,,-0.245116772,0.74041796,0.648672159,
08_04_2021,KZA,Change,A,A3,10,10,Sorghastrum_nutans,SN_Change_A3,48.5676942,0.026666667,0.71,8,56.5,42133.18,0.142,2.6944,9.33454507,0.23619127,0.038579125,4,2,2,NA,NA,NA,NA,,,,,-0.847711656,0.43046207,0.970093157,
08_04_2021,KZA,Change,A,A6,0,Control,Sorghastrum_nutans,SN_Change_A6,59.23756868,0.02,0.11,4,49.1,9824.91,0.2037,3.4733,11.86069514,0.2752973,0.029948197,3,1,0,NA,NA,NA,NA,,,,,-0.691008971,0.540742296,1.074110143,
08_04_2021,KZA,Change,A,A8,2.5,2.5,Sorghastrum_nutans,SN_Change_A8,58.76872024,0.03,0.15,7,63.1,10188.126,0.2469,7.6401,5.758276225,0.35146585,0.04781336,3,4,0,NA,NA,NA,NA,,,,,-0.60747891,0.883099043,0.760292494,
08_04_2021,KZA,Change,B,B9,0,Control,Sorghastrum_nutans,SN_Change_B9,47.21791167,0.02,0.17,8,42.9,8285.277,0.3424,1.6101,5.393834696,0.3902309,0.03895202,4,4,0,NA,NA,NA,NA,,,,,-0.465466244,0.20685285,0.731897633,
08_04_2021,KZA,Change,B,B10,2.5,2.5,Sorghastrum_nutans,SN_Change_B10,37.49578738,0.026666667,0.34,7,57.5,38301.9,0.843,1.984,4.921329419,0.44240797,0.038212202,4,3,0,NA,NA,NA,NA,,,,,-0.074172425,0.297541668,0.692082436,
08_04_2021,KZA,Change,B,B12,20,20,Sorghastrum_nutans,SN_Change_B12,43.05636388,0.026666667,0.46,7,54.1,24680.961,0.4412,3.8452,7.375967135,0.5915268,0.040397443,3,2,2,NA,NA,NA,NA,,,,,-0.355364496,0.584918934,0.867818973,
08_04_2021,KZA,Change,B,B15,10,10,Sorghastrum_nutans,SN_Change_B15,35.44295398,0.03,0.43,7,53.1,12645.234,0.4647,2.0959,3.690264041,0.4138604,0.052769527,2,4,1,NA,NA,NA,NA,,,,,-0.332827328,0.321370558,0.567057441,
08_04_2021,KZA,Change,C,C18,20,20,Sorghastrum_nutans,SN_Change_C18,49.02510959,0.033333333,0.7,11,55.3,48699.392,0.5851,2.1146,9.604985473,0.4424259,0.036814988,5,4,2,NA,NA,NA,NA,,,,,-0.232769902,0.325228228,0.982496712,
08_04_2021,KZA,Change,C,C19,10,10,Sorghastrum_nutans,SN_Change_C19,30.66870785,0.04,0.97,16,67.7,71398.451,0.8248,3.8384,5.118665131,0.43721473,0.043318447,9,5,2,NA,NA,NA,NA,,,,,-0.083651348,0.584150231,0.709156718,
08_04_2021,KZA,Change,C,C21,0,Control,Sorghastrum_nutans,SN_Change_C21,36.5059645,0.033333333,0.96,15,59.5,88180.785,1.0317,3.7416,4.68385994,0.3376951,0.04274455,6,8,1,NA,NA,NA,NA,,,,,0.013553431,0.573057357,0.6706039,
08_04_2021,KZA,Change,C,C22,2.5,2.5,Sorghastrum_nutans,SN_Change_C22,43.8874899,0.026666667,0.47,8,65.9,46546.488,0.6535,5.0061,4.388255547,0.4015044,0.0449713,4,4,0,NA,NA,NA,NA,,,,,-0.184754408,0.699499521,0.64229191,
08_04_2021,KZA,Change,D,D25,2.5,2.5,Sorghastrum_nutans,SN_Change_D25,45.8036347,0.03,0.67,13,62,37627.8,0.7394,2.4156,7.171210441,0.6837607,0.051107086,4,6,3,NA,NA,NA,NA,,,,,-0.131120554,0.383025021,0.855592467,
08_04_2021,KZA,Change,D,D30,0,Control,Sorghastrum_nutans,SN_Change_D30,47.95245866,0.026666667,0.29,9,43.7,5873.28,0.5058,4.9796,7.415181495,0.3873034,0.043896183,4,5,0,NA,NA,NA,NA,,,,,-0.296021175,0.697194458,0.870121785,
08_04_2021,KZA,Change,D,D31,10,10,Sorghastrum_nutans,SN_Change_D31,38.78777823,0.043333333,0.73,18,52.1,24748.542,0.5582,2.2955,6.202358295,0.49212754,0.042353783,6,6,6,NA,NA,NA,NA,,,,,-0.253210168,0.360877297,0.792556851,
08_04_2021,KZA,Change,D,D32,20,20,Sorghastrum_nutans,SN_Change_D32,41.43219195,0.036666667,1.08,9,53.3,16314.597,0.5777,2.3985,8.012277999,0.56601703,0.046234682,4,4,1,NA,NA,NA,NA,,,,,-0.238297632,0.379939723,0.903756009,
08_04_2021,KZA,Change,E,E33,0,Control,Sorghastrum_nutans,SN_Change_E33,44.98115195,0.033333333,0.22,7,42.1,14878.14,0.378,4.3067,23.99278439,0.6534625,0.047586273,3,3,1,NA,NA,NA,NA,,,,,-0.4225082,0.63414462,1.380080651,
08_04_2021,KZA,Change,E,E34,20,20,Sorghastrum_nutans,SN_Change_E34,51.59266823,0.03,3.86,17,101,319312.51,0.7551,4.058,3.953528539,0.54315567,0.047814198,6,6,5,NA,NA,NA,NA,,,,,-0.12199553,0.608312043,0.596984878,
08_04_2021,KZA,Change,E,E37,2.5,2.5,Sorghastrum_nutans,SN_Change_E37,51.99034306,0.026666667,0.15,9,58,55501.94,0.2444,5.6213,9.013524141,0.35578987,0.031312805,3,3,3,NA,NA,NA,NA,,,,,-0.611898798,0.749836764,0.954894626,
08_04_2021,KZA,Change,E,E40,10,10,Sorghastrum_nutans,SN_Change_E40,37.94256809,0.036666667,0.34,7,40.5,3528.36,0.3938,3.57,8.328219147,0.39659268,0.041873742,4,3,0,NA,NA,NA,NA,,,,,-0.404724288,0.552668216,0.920552145,
08_04_2021,KZA,Change,F,F41,20,20,Sorghastrum_nutans,SN_Change_F41,59.19883803,0.026666667,0.59,8,49.9,13332.282,0.4715,2.0331,3.930476988,0.48980248,0.05095006,3,4,1,NA,NA,NA,NA,,,,,-0.326518303,0.30815874,0.594445258,
08_04_2021,KZA,Change,F,F44,10,10,Sorghastrum_nutans,SN_Change_F44,43.45138437,0.03,1.45,8,65.4,42715.356,0.4408,5.1931,4.270769283,0.4833054,0.047287937,4,3,1,NA,NA,NA,NA,,,,,-0.355758414,0.715426686,0.63050611,
08_04_2021,KZA,Change,F,F45,0,Control,Sorghastrum_nutans,SN_Change_F45,43.05039488,0.04,0.19,6,48.7,30842.684,0.4829,6.6742,5.537950714,0.47043878,0.04598346,2,3,1,NA,NA,NA,NA,,,,,-0.316142795,0.824399217,0.743349086,
08_04_2021,KZA,Change,F,F48,2.5,2.5,Sorghastrum_nutans,SN_Change_F48,47.00160033,0.03,0.18,11,38.6,2288.208,0.829,3.471,3.511992762,0.34346226,0.046939954,3,4,4,NA,NA,NA,NA,,,,,-0.081445469,0.540454614,0.545553612,SC=10.1cm
