Date_Collected,Site,Experiment,Block,Plot,Treatment2,Treatment,Species,Region,ID,SLA,Leaf_Thickness_cm,Aboveground_Dry_Weight_g,Leaf_Number,S_Leaf_Stage,E_Leaf_Stage,F_Leaf_Stage,Flower_Number,E_Flower_Stage,F_Flower_Stage,S_Flower_Stage,Plant_Height_cm,Plant_Area_cm^2,Focal_Root_Weight_g,Total_Belowground_Weight_g,SRL,Root_Diam_Max,Root_Diam_Mean,Percent_N_AbG,Percent_C_AbG,Percent_N_BeG,Percent_C_BeG,Notes
08_02_2021,KZA,Pplots,,F1,0,Control,Sorghastrum_nutans,Aboveground,SN_Pplots_F1,47.00297364,0.04,0.33,7,4,1,2,0,N/A,N/A,N/A,58.4,5329,0.3194,3.0617,7.523265498,0.36206895,0.03570748,0.75,42.96,0.44,44.57,
08_02_2021,KZA,Pplots,,E5,10,10,Sorghastrum_nutans,Aboveground,SN_Pplots_E5,62.22514719,0.043333333,0.74,9,5,1,3,0,N/A,N/A,N/A,61.1,12547.496,0.6766,2.977,6.224451966,0.5043458,0.04155631,1.14,42.74,0.74,44.05,
08_02_2021,KZA,Pplots,,C5,0,Control,Sorghastrum_nutans,Aboveground,SN_Pplots_C5,43.0412493,0.033333333,0.37,7,4,0,3,0,N/A,N/A,N/A,47.7,11164.662,0.4042,2.3506,9.217116526,0.56779134,0.046464965,1.06,43.71,0.44,44.49,
08_02_2021,KZA,Pplots,,A5,0,Control,Sorghastrum_nutans,Aboveground,SN_Pplots_A5,38.62823295,0.036666667,0.58,8,3,1,4,0,N/A,N/A,N/A,49,9945.04,0.8278,5.8733,2.941442498,0.57732344,0.05227113,1.06,43.61,0.4,44.91,
08_02_2021,KZA,Pplots,,D6,0,Control,Sorghastrum_nutans,Aboveground,SN_Pplots_D6,46.73028767,0.033333333,1.89,11,2,2,7,0,N/A,N/A,N/A,66.9,34223.364,0.6111,2.9316,4.565247914,0.28937343,0.04176848,1.06,43.58,0.36,44.28,
08_02_2021,KZA,Pplots,,C6,0,Control,Sorghastrum_nutans,Aboveground,SN_Pplots_C6,44.3943684,0.03,4.01,21,8,3,10,0,N/A,N/A,N/A,69.2,39545.724,1.4788,4.4585,3.615677171,0.6971139,0.04118734,1.06,43.44,0.44,44.83,
08_02_2021,KZA,Pplots,,B6,10,10,Sorghastrum_nutans,Aboveground,SN_Pplots_B6,42.51968825,0.036666667,0.88,8,4,1,3,0,N/A,N/A,N/A,61,46730.88,0.2893,2.2616,6.787638438,0.41402552,0.0418632,1.28,44.58,0.94,44.93,
08_02_2021,KZA,Pplots,,D7,10,10,Sorghastrum_nutans,Aboveground,SN_Pplots_D7,48.63903348,0.03,0.94,7,3,1,3,0,N/A,N/A,N/A,55,3741.1,0.7525,2.5611,8.237391362,0.49159825,0.038678855,1.34,44.37,0.67,43.01,
08_02_2021,KZA,Pplots,,C7,10,10,Sorghastrum_nutans,Aboveground,SN_Pplots_C7,39.40347039,0.043333333,0.9,8,4,1,3,0,N/A,N/A,N/A,62.5,14340.625,0.3255,2.4742,5.75770937,0.5582989,0.05283232,1.28,44.48,0.89,44.41,
08_02_2021,KZA,Pplots,,B7,10,10,Sorghastrum_nutans,Aboveground,SN_Pplots_B7,55.01660417,0.03,0.48,16,9,2,5,0,N/A,N/A,N/A,60.5,19565.7,0.6177,1.5836,7.508645297,0.4148486,0.04158148,1.4,44.83,1.29,41.96,
08_02_2021,KZA,Pplots,,F8,0,Control,Sorghastrum_nutans,Aboveground,SN_Pplots_F8,47.06108851,0.026666667,0.14,6,2,1,3,0,N/A,N/A,N/A,41.9,3846.42,0.4837,1.6179,4.791928882,0.46646142,0.05048295,0.87,43.09,0.4,45,
08_02_2021,KZA,Pplots,,E8,10,10,Sorghastrum_nutans,Aboveground,SN_Pplots_E8,34.9701488,0.06,1.78,9,2,3,4,0,N/A,N/A,N/A,82.4,46674.656,0.2563,2.2238,9.748935622,0.45826957,0.04643434,1.38,44.61,1.19,44.58,
08_03_2021,KZA,Nutnet,,4,0,Control ,Sorghastrum_nutans,Aboveground,SN_Nutnet_4(S1),37.5837148,0.026666667,0.51,7,5,1,1,0,N/A,N/A,N/A,37.9,7968.475,0.3211,3.9046,3.807615073,0.52892995,0.059930697,0.77,42.98,0.62,44.67,
08_03_2021,KZA,Nutnet,,4,0,Control ,Sorghastrum_nutans,Aboveground,SN_Nutnet_4(S2),47.36616814,0.02,0.04,6,2,1,3,0,N/A,N/A,N/A,36,2203.2,0.1934,2.911,9.018394002,0.23373163,0.032979175,0.79,43.48,0.64,43.82,SC=11.2cm
08_03_2021,KZA,Nutnet,,5,10,10,Sorghastrum_nutans,Aboveground,SN_Nutnet_5(S1),41.67942373,0.03,1.22,9,4,1,4,0,N/A,N/A,N/A,59.9,69932.052,0.29,2.1917,10.84504483,0.4130327,0.034257405,1.28,43.64,1.04,43.33,SC=14.0cm
08_03_2021,KZA,Nutnet,,5,10,10,Sorghastrum_nutans,Aboveground,SN_Nutnet_5(S2),44.5086557,0.033333333,1.12,8,4,1,3,0,N/A,N/A,N/A,55,31917.6,0.5854,2.2007,5.735675094,0.40875912,0.037309106,1.39,43.54,1.09,43.87,SC=10.5cm
08_03_2021,KZA,Nutnet,,14,10,10,Sorghastrum_nutans,Aboveground,SN_Nutnet_14(S1),48.67507236,0.02,0.33,7,4,1,2,0,N/A,N/A,N/A,42.8,10402.112,0.165,4.2006,6.081015152,0.28267854,0.024933469,1.42,43.22,1.25,43.92,
08_03_2021,KZA,Nutnet,,14,10,10,Sorghastrum_nutans,Aboveground,SN_Nutnet_14(S2),40.12026582,0.03,1.53,13,5,2,6,0,N/A,N/A,N/A,60.2,60180.736,0.6852,2.0069,3.243862668,0.3803024,0.051676914,1.16,42.63,1.38,39.63,
08_03_2021,KZA,Nutnet,,18,0,Control,Sorghastrum_nutans,Aboveground,SN_Nutnet_18(S1),46.35777328,0.02,0.05,5,2,1,2,0,N/A,N/A,N/A,42.1,12276.36,0.2344,2.2788,9.185175768,0.26117566,0.034729786,0.79,42.96,0.62,43.57,SC=13.5cm
08_03_2021,KZA,Nutnet,,18,0,Control,Sorghastrum_nutans,Aboveground,SN_Nutnet_18(S2),67.02486911,0.023333333,0.07,5,2,1,2,0,N/A,N/A,N/A,34.1,1457.775,0.3974,2.6439,8.134825113,0.42757,0.0332581,0.88,42.35,0.66,42.6,
08_03_2021,KZA,Nutnet,,21,0,Control,Sorghastrum_nutans,Aboveground,SN_Nutnet_21(S1),37.10799,0.033333333,1.4,12,5,2,5,0,N/A,N/A,N/A,54,51036.48,0.5343,1.5428,3.905028636,0.3542003,0.040581614,1.45,44.62,1.01,42.25,
08_03_2021,KZA,Nutnet,,21,0,Control,Sorghastrum_nutans,Aboveground,SN_Nutnet_21(S2),37.81992922,0.043333333,0.85,9,6,3,0,0,N/A,N/A,N/A,60.9,22515.948,0.6728,1.1781,4.093822384,0.75190294,0.05853519,1.57,44.73,0.9,42.91,
08_03_2021,KZA,Nutnet,,25,10,10,Sorghastrum_nutans,Aboveground,SN_Nutnet_25(S1),45.64258039,0.033333333,0.14,6,2,0,4,0,N/A,N/A,N/A,41.9,14547.261,0.4864,3.6375,7.864542969,0.4306142,0.03541003,0.96,43,0.68,44.59,SC=12.6cm
08_03_2021,KZA,Nutnet,,25,10,10,Sorghastrum_nutans,Aboveground,SN_Nutnet_25(S2),43.76347685,0.043333333,0.91,7,3,0,4,0,N/A,N/A,N/A,53.8,31974.416,0.5303,2.9572,2.611636244,0.7033648,0.14339429,0.81,42.93,0.49,44.31,
08_04_2021,KZA,Change,A,A2,20,20,Sorghastrum_nutans,Aboveground,SN_Change_A2,35.74331068,0.03,0.32,7,2,1,4,0,Not,Not,Not,85.4,12255.754,0.5687,5.5007,4.453199578,0.3688381,0.03755169,1.38,43.78,1.3,43.45,
08_04_2021,KZA,Change,A,A3,10,10,Sorghastrum_nutans,Aboveground,SN_Change_A3,48.5676942,0.026666667,0.71,8,2,2,4,0,Not,Not,Not,56.5,42133.18,0.142,2.6944,9.33454507,0.23619127,0.038579125,1.23,42.79,0.99,44.74,
08_04_2021,KZA,Change,A,A6,0,Control,Sorghastrum_nutans,Aboveground,SN_Change_A6,59.23756868,0.02,0.11,4,1,0,3,0,Not,Not,Not,49.1,9824.91,0.2037,3.4733,11.86069514,0.2752973,0.029948197,1.06,43.16,0.36,44.01,
08_04_2021,KZA,Change,A,A8,2.5,2.5,Sorghastrum_nutans,Aboveground,SN_Change_A8,58.76872024,0.03,0.15,7,4,0,3,0,Not,Not,Not,63.1,10188.126,0.2469,7.6401,5.758276225,0.35146585,0.04781336,0.97,43.47,0.44,43.63,
08_04_2021,KZA,Change,B,B9,0,Control,Sorghastrum_nutans,Aboveground,SN_Change_B9,47.21791167,0.02,0.17,8,4,0,4,0,Not,Not,Not,42.9,8285.277,0.3424,1.6101,5.393834696,0.3902309,0.03895202,0.85,40.6,0.6,40.18,
08_04_2021,KZA,Change,B,B10,2.5,2.5,Sorghastrum_nutans,Aboveground,SN_Change_B10,37.49578738,0.026666667,0.34,7,3,0,4,0,Not,Not,Not,57.5,38301.9,0.843,1.984,4.921329419,0.44240797,0.038212202,1.12,42.41,0.63,39.93,
08_04_2021,KZA,Change,B,B12,20,20,Sorghastrum_nutans,Aboveground,SN_Change_B12,43.05636388,0.026666667,0.46,7,2,2,3,0,Not,Not,Not,54.1,24680.961,0.4412,3.8452,7.375967135,0.5915268,0.040397443,1.41,43.04,0.89,43.16,
08_04_2021,KZA,Change,B,B15,10,10,Sorghastrum_nutans,Aboveground,SN_Change_B15,35.44295398,0.03,0.43,7,4,1,2,0,Not,Not,Not,53.1,12645.234,0.4647,2.0959,3.690264041,0.4138604,0.052769527,1.14,44.23,0.87,43.43,
08_04_2021,KZA,Change,C,C18,20,20,Sorghastrum_nutans,Aboveground,SN_Change_C18,49.02510959,0.033333333,0.7,11,4,2,5,0,Not,Not,Not,55.3,48699.392,0.5851,2.1146,9.604985473,0.4424259,0.036814988,1.42,42.96,1.61,40.69,
08_04_2021,KZA,Change,C,C19,10,10,Sorghastrum_nutans,Aboveground,SN_Change_C19,30.66870785,0.04,0.97,16,5,2,9,0,Not,Not,Not,67.7,71398.451,0.8248,3.8384,5.118665131,0.43721473,0.043318447,1.01,43.15,0.95,43.67,
08_04_2021,KZA,Change,C,C21,0,Control,Sorghastrum_nutans,Aboveground,SN_Change_C21,36.5059645,0.033333333,0.96,15,8,1,6,0,Not,Not,Not,59.5,88180.785,1.0317,3.7416,4.68385994,0.3376951,0.04274455,0.87,43.38,0.54,35.27,
08_04_2021,KZA,Change,C,C22,2.5,2.5,Sorghastrum_nutans,Aboveground,SN_Change_C22,43.8874899,0.026666667,0.47,8,4,0,4,0,Not,Not,Not,65.9,46546.488,0.6535,5.0061,4.388255547,0.4015044,0.0449713,0.91,44.15,0.49,43.42,
08_04_2021,KZA,Change,D,D25,2.5,2.5,Sorghastrum_nutans,Aboveground,SN_Change_D25,45.8036347,0.03,0.67,13,6,3,4,0,Not,Not,Not,62,37627.8,0.7394,2.4156,7.171210441,0.6837607,0.051107086,1.04,43.05,0.61,42.22,
08_04_2021,KZA,Change,D,D30,0,Control,Sorghastrum_nutans,Aboveground,SN_Change_D30,47.95245866,0.026666667,0.29,9,5,0,4,0,Not,Not,Not,43.7,5873.28,0.5058,4.9796,7.415181495,0.3873034,0.043896183,0.81,42.03,0.38,44.24,
08_04_2021,KZA,Change,D,D31,10,10,Sorghastrum_nutans,Aboveground,SN_Change_D31,38.78777823,0.043333333,0.73,18,6,6,6,0,Not,Not,Not,52.1,24748.542,0.5582,2.2955,6.202358295,0.49212754,0.042353783,1.5,42.17,1.13,41.85,
08_04_2021,KZA,Change,D,D32,20,20,Sorghastrum_nutans,Aboveground,SN_Change_D32,41.43219195,0.036666667,1.08,9,4,1,4,0,Not,Not,Not,53.3,16314.597,0.5777,2.3985,8.012277999,0.56601703,0.046234682,1.72,42.68,1.75,42.22,
08_04_2021,KZA,Change,E,E33,0,Control,Sorghastrum_nutans,Aboveground,SN_Change_E33,44.98115195,0.033333333,0.22,7,3,1,3,0,Not,Not,Not,42.1,14878.14,0.378,4.3067,23.99278439,0.6534625,0.047586273,1.11,41.73,0.48,43.37,
08_04_2021,KZA,Change,E,E34,20,20,Sorghastrum_nutans,Aboveground,SN_Change_E34,51.59266823,0.03,3.86,17,6,5,6,0,Not,Not,Not,101,319312.51,0.7551,4.058,3.953528539,0.54315567,0.047814198,1.54,42.84,1.52,38.43,
08_04_2021,KZA,Change,E,E37,2.5,2.5,Sorghastrum_nutans,Aboveground,SN_Change_E37,51.99034306,0.026666667,0.15,9,3,3,3,0,Not,Not,Not,58,55501.94,0.2444,5.6213,9.013524141,0.35578987,0.031312805,0.98,41.33,0.68,39.99,
08_04_2021,KZA,Change,E,E40,10,10,Sorghastrum_nutans,Aboveground,SN_Change_E40,37.94256809,0.036666667,0.34,7,3,0,4,0,Not,Not,Not,40.5,3528.36,0.3938,3.57,8.328219147,0.39659268,0.041873742,1.44,44.12,1.25,41.4,
08_04_2021,KZA,Change,F,F41,20,20,Sorghastrum_nutans,Aboveground,SN_Change_F41,59.19883803,0.026666667,0.59,8,4,1,3,0,Not,Not,Not,49.9,13332.282,0.4715,2.0331,3.930476988,0.48980248,0.05095006,1.65,43.54,1.17,43.6,
08_04_2021,KZA,Change,F,F44,10,10,Sorghastrum_nutans,Aboveground,SN_Change_F44,43.45138437,0.03,1.45,8,3,1,4,0,Not,Not,Not,65.4,42715.356,0.4408,5.1931,4.270769283,0.4833054,0.047287937,1.24,43.4,1.02,41.46,
08_04_2021,KZA,Change,F,F45,0,Control,Sorghastrum_nutans,Aboveground,SN_Change_F45,43.05039488,0.04,0.19,6,3,1,2,0,Not,Not,Not,48.7,30842.684,0.4829,6.6742,5.537950714,0.47043878,0.04598346,0.77,43.92,0.51,42.56,
08_04_2021,KZA,Change,F,F48,2.5,2.5,Sorghastrum_nutans,Aboveground,SN_Change_F48,47.00160033,0.03,0.18,11,4,4,3,0,Not,Not,Not,38.6,2288.208,0.829,3.471,3.511992762,0.34346226,0.046939954,0.96,44.08,0.56,42.24,SC=10.1cm
