Date_Collected,Experiment,Plot,Treatment,Species,ID,Dry_Leaf_Weight_g,Wet_Leaf_Weight_g,Leaf_Thickness_mm,Log_Leaf_Thickness_mm,Leaf_Area_cm,,LDMC,SLA,Notes,ID_temp,Avg,,,,
06_16_2021,Change,F41,20,Ambrosia_psilostachya,AP_Change_F41_C,0.1095,0.3,0.09,-1.045757491,5.63118,,0.365,51.42630137,,,,,,,
06_17_2021,Change,E37,2.5,Ambrosia_psilostachya,AP_Change_E37_A,0.0247,0.04,0.04,-1.397940009,1.12522,,0.6175,45.55546559,,,,,,,
06_17_2021,Change,E37,2.5,Ambrosia_psilostachya,AP_Change_E37_B,0.0287,0.06,0.05,-1.301029996,1.31572,,0.478333333,45.84390244,,,,,,,
06_17_2021,Change,E37,2.5,Ambrosia_psilostachya,AP_Change_E37_C,0.0352,0.09,0.07,-1.15490196,2.0447,,0.391111111,58.08806818,,,,,,,
06_17_2021,Change,E40,10,Ambrosia_psilostachya,AP_Change_E40_A,0.0131,0.02,0.04,-1.397940009,0.74676,,0.655,57.00458015,,,,,,,
06_17_2021,Change,E40,10,Ambrosia_psilostachya,AP_Change_E40_B,0.015,0.04,0.03,-1.522878745,1.02616,,0.375,68.41066667,,,,,,,
06_17_2021,Change,E40,10,Ambrosia_psilostachya,AP_Change_E40_C,0.0158,0.02,0.04,-1.397940009,1.03886,,0.79,65.75063291,,,,,,,
06_17_2021,Change,F44,10,Ambrosia_psilostachya,AP_Change_F44_A,0.033,0.04,0.07,-1.15490196,1.75768,,0.825,53.2630303,,,,,,,
06_17_2021,Change,F44,10,Ambrosia_psilostachya,AP_Change_F44_B,0.0498,0.1,0.06,-1.22184875,3.2131,,0.498,64.52008032,,,,,,,
06_17_2021,Change,F44,10,Ambrosia_psilostachya,AP_Change_F44_C,0.0408,0.1,0.06,-1.22184875,3.2766,,0.408,80.30882353,,,,,,,
06_17_2021,Change,F45,Control,Ambrosia_psilostachya,AP_Change_F45_A,0.023,0.02,0.03,-1.522878745,1.22682,,1.15,53.34,,,,,,,
06_17_2021,Change,F45,Control,Ambrosia_psilostachya,AP_Change_F45_B,0.0273,0.02,0.05,-1.301029996,1.8542,,1.365,67.91941392,,,,,,,
06_17_2021,Change,F45,Control,Ambrosia_psilostachya,AP_Change_F45_C,0.0295,0.05,0.05,-1.301029996,2.00152,,0.59,67.84813559,,,,,,,
06_17_2021,Change,F48,2.5,Ambrosia_psilostachya,AP_Change_F48_A,0.008,0.02,0.02,-1.698970004,0.68834,,0.4,86.0425,,,,,,,
06_17_2021,Change,F48,2.5,Ambrosia_psilostachya,AP_Change_F48_B,0.008,0.01,0.02,-1.698970004,0.7239,,0.8,90.4875,,,,,,,
06_17_2021,Change,F48,2.5,Ambrosia_psilostachya,AP_Change_F48_C,0.0051,0.01,0.01,-2,0.47752,,0.51,93.63137255,,,,,,,
07_09_2021,Pplots,F1,Control,Solidago_missourlensis,SM_Pplots_F1_A,0.0698,0.1887,0.06,-1.22184875,2.07772,,0.369899311,29.76676218,,,,,,,
07_09_2021,Pplots,F1,Control,Solidago_missourlensis,SM_Pplots_F1_B,0.1081,0.2776,0.06,-1.22184875,3.21056,,0.389409222,29.69990749,,,,,,,
07_09_2021,Pplots,F1,Control,Solidago_missourlensis,SM_Pplots_F1_C,0.1303,0.3277,0.06,-1.22184875,3.87604,,0.397619774,29.74704528,,,,,,,
07_09_2021,Pplots,E5,10,Solidago_missourlensis,SM_Pplots_E5_A,0.0255,0.0524,0.04,-1.397940009,0.73914,,0.486641221,28.98588235,,,,,,,
07_09_2021,Pplots,E5,10,Solidago_missourlensis,SM_Pplots_E5_B,0.0305,0.611,0.04,-1.397940009,0.92456,,0.049918167,30.31344262,,,,,,,
07_09_2021,Pplots,E5,10,Solidago_missourlensis,SM_Pplots_E5_C,0.0373,0.0771,0.04,-1.397940009,1.10744,,0.483787289,29.69008043,,,,,,,
07_09_2021,Pplots,C5,Control,Solidago_missourlensis,SM_Pplots_C5_A,0.0896,0.2136,0.05,-1.301029996,2.45618,,0.419475655,27.41272321,,,,,,,
07_09_2021,Pplots,C5,Control,Solidago_missourlensis,SM_Pplots_C5_B,0.1225,0.2955,0.06,-1.22184875,3.52806,,0.414551607,28.8004898,,,,,,,
07_09_2021,Pplots,C5,Control,Solidago_missourlensis,SM_Pplots_C5_C,0.1264,0.3195,0.05,-1.301029996,3.91414,,0.395618153,30.96629747,,,,,,,
07_09_2021,Pplots,A5,Control,Solidago_missourlensis,SM_Pplots_A5_A,0.0436,0.1045,0.05,-1.301029996,1.16586,,0.41722488,26.73990826,,,,,,,
07_09_2021,Pplots,A5,Control,Solidago_missourlensis,SM_Pplots_A5_B,0.0555,0.1313,0.06,-1.22184875,1.56972,,0.422696116,28.28324324,,,,,,,
07_09_2021,Pplots,A5,Control,Solidago_missourlensis,SM_Pplots_A5_C,0.0596,0.1406,0.05,-1.301029996,1.6637,,0.423897582,27.91442953,,,,,,,
07_09_2021,Pplots,D6,Control,Solidago_missourlensis,SM_Pplots_D6_A,0.0706,0.1695,0.04,-1.397940009,2.0066,,0.416519174,28.42209632,,,,,,,
07_09_2021,Pplots,D6,Control,Solidago_missourlensis,SM_Pplots_D6_B,0.0672,0.1569,0.04,-1.397940009,1.81864,,0.428298279,27.06309524,,,,,,,
07_09_2021,Pplots,D6,Control,Solidago_missourlensis,SM_Pplots_D6_C,0.106,0.2609,0.06,-1.22184875,3.09118,,0.406285933,29.16207547,,,,,,,
07_09_2021,Pplots,C6,Control,Solidago_missourlensis,SM_Pplots_C6_A,0.485,0.1117,0.05,-1.301029996,1.31572,,4.341987466,2.712824742,,,,,,,
07_09_2021,Pplots,C6,Control,Solidago_missourlensis,SM_Pplots_C6_B,0.0599,0.1358,0.05,-1.301029996,1.67894,,0.441089838,28.02904841,,,,,,,
07_09_2021,Pplots,C6,Control,Solidago_missourlensis,SM_Pplots_C6_C,0.0713,,,,1.97358,,,27.6799439,,,,,,,
07_09_2021,Pplots,D7,10,Solidago_missourlensis,SM_Pplots_D7_A,0.0179,0.047,0.04,-1.397940009,0.71374,,0.380851064,39.87374302,,,,,,,
07_09_2021,Pplots,D7,10,Solidago_missourlensis,SM_Pplots_D7_B,0.0223,0.0587,0.04,-1.397940009,0.88392,,0.379897785,39.63766816,,,,,,,
07_09_2021,Pplots,D7,10,Solidago_missourlensis,SM_Pplots_D7_C,0.0282,0.0774,0.04,-1.397940009,1.19126,,0.364341085,42.24326241,,,,,,,
07_09_2021,Pplots,C7,10,Solidago_missourlensis,SM_Pplots_C7_A,0.0201,0.0463,0.03,-1.522878745,0.6604,,0.43412527,32.85572139,,,,,,,
07_09_2021,Pplots,C7,10,Solidago_missourlensis,SM_Pplots_C7_B,0.0204,0.0476,0.04,-1.397940009,0.6985,,0.428571429,34.24019608,,,,,,,
07_09_2021,Pplots,C7,10,Solidago_missourlensis,SM_Pplots_C7_C,0.0267,0.0624,0.03,-1.522878745,0.89662,,0.427884615,33.58127341,,,,,,,
07_09_2021,Pplots,B7,10,Solidago_missourlensis,SM_Pplots_B7_A,0.0799,0.2148,0.04,-1.397940009,3.2131,,0.371973929,40.21401752,,,,,,,
07_09_2021,Pplots,B7,10,Solidago_missourlensis,SM_Pplots_B7_B,0.091,0.25,0.05,-1.301029996,3.67284,,0.364,40.36087912,,,,,,,
07_09_2021,Pplots,B7,10,Solidago_missourlensis,SM_Pplots_B7_C,0.0945,0.2693,0.03,-1.522878745,4.00304,,0.350909766,42.36021164,,,,,,,
07_09_2021,Pplots,E8,10,Solidago_missourlensis,SM_Pplots_E8_A,0.0508,0.114,0.04,-1.397940009,1.86436,,0.445614035,36.7,,,,,,,
07_09_2021,Pplots,E8,10,Solidago_missourlensis,SM_Pplots_E8_B,0.0566,,,,2.34696,,,41.46572438,,,,,,,
07_09_2021,Pplots,E8,10,Solidago_missourlensis,SM_Pplots_E8_C,0.0707,,,,3.15722,,,44.65657709,,,,,,,
07_12_2021,Nutnet,5,10,Solidago_missouriensis,SM_Nutnet_5(S1)_A,0.0805,0.1954,0.04,-1.397940009,2.44348,,0.411975435,30.35378882,,,,,,,
07_12_2021,Nutnet,5,10,Solidago_missouriensis,SM_Nutnet_5(S1)_B,1.102,0.2433,0.04,-1.397940009,3.08356,,4.529387587,2.79814882,,,,,,,
07_12_2021,Nutnet,5,10,Solidago_missouriensis,SM_Nutnet_5(S1)_C,0.07,0.1791,0.03,-1.522878745,2.54508,,0.390843104,36.35828571,,,,,,,
07_12_2021,Nutnet,5,10,Solidago_missouriensis,SM_Nutnet_5(S2)_A,1.061,0.2456,0.04,-1.397940009,3.56362,,4.320032573,3.358737041,,,,,,,
07_12_2021,Nutnet,5,10,Solidago_missouriensis,SM_Nutnet_5(S2)_B,0.0897,0.2197,0.04,-1.397940009,3.44932,,0.408284024,38.45395764,,,,,,,
07_12_2021,Nutnet,5,10,Solidago_missouriensis,SM_Nutnet_5(S2)_C,0.0386,0.1046,0.03,-1.522878745,1.73736,,0.369024857,45.00932642,,,,,,,
07_12_2021,Nutnet,14,10,Solidago_missouriensis,SM_Nutnet_14(S1)_A,0.0921,0.2053,0.04,-1.397940009,2.47142,,0.448611788,26.83409338,,,,,,,
07_12_2021,Nutnet,14,10,Solidago_missouriensis,SM_Nutnet_14(S1)_B,0.0776,0.171,0.05,-1.301029996,2.18948,,0.45380117,28.21494845,,,,,,,
07_12_2021,Nutnet,14,10,Solidago_missouriensis,SM_Nutnet_14(S1)_C,0.0938,0.2296,0.04,-1.397940009,2.78384,,0.408536585,29.67846482,,,,,,,
07_12_2021,Nutnet,14,10,Solidago_missouriensis,SM_Nutnet_14(S2)_A,0.0501,0.1303,0.02,-1.698970004,1.61544,,0.384497314,32.24431138,,,,,,,
07_12_2021,Nutnet,14,10,Solidago_missouriensis,SM_Nutnet_14(S2)_B,0.0621,0.1429,0.02,-1.698970004,1.86182,,0.434569629,29.98099839,,,,,,,
07_12_2021,Nutnet,14,10,Solidago_missouriensis,SM_Nutnet_14(S2)_C,0.07,0.1751,0.04,-1.397940009,2.49428,,0.399771559,35.63257143,,,,,,,
07_12_2021,Nutnet,18,Control,Solidago_missouriensis,SM_Nutnet_18(S1)_A,0.1026,0.2384,0.03,-1.522878745,2.9083,,0.430369128,28.3460039,,,,,,,
07_12_2021,Nutnet,18,Control,Solidago_missouriensis,SM_Nutnet_18(S1)_B,0.0526,0.1228,0.04,-1.397940009,1.53162,,0.428338762,29.11825095,,,,,,,
07_12_2021,Nutnet,18,Control,Solidago_missouriensis,SM_Nutnet_18(S1)_C,0.0953,0.2237,0.04,-1.397940009,3.31216,,0.426016987,34.75508919,,,,,,,
07_12_2021,Nutnet,21,Control,Solidago_missouriensis,SM_Nutnet_21(S1)_A,0.0542,0.1505,0.04,-1.397940009,1.9812,,0.36013289,36.55350554,,,,,,,
07_12_2021,Nutnet,21,Control,Solidago_missouriensis,SM_Nutnet_21(S1)_B,0.0599,0.1648,0.04,-1.397940009,2.3241,,0.363470874,38.79966611,,,,,,,
07_12_2021,Nutnet,21,Control,Solidago_missouriensis,SM_Nutnet_21(S1)_C,0.0569,0.1575,0.04,-1.397940009,2.22504,,0.361269841,39.10439367,,,,,,,
07_12_2021,Nutnet,21,Control,Solidago_missouriensis,SM_Nutnet_21(S2)_A,0.0365,0.0927,0.03,-1.522878745,1.34366,,0.393743258,36.81260274,,,,,,,
07_12_2021,Nutnet,21,Control,Solidago_missouriensis,SM_Nutnet_21(S2)_B,0.0376,0.0964,0.04,-1.397940009,1.36906,,0.390041494,36.41117021,,,,,,,
07_12_2021,Nutnet,21,Control,Solidago_missouriensis,SM_Nutnet_21(S2)_C,0.0461,0.1168,0.04,-1.397940009,1.68402,,0.394691781,36.529718,,,,,,,
07_12_2021,Nutnet,25,10,Solidago_missouriensis,SM_Nutnet_25(S1)_A,0.063,0.1427,0.04,-1.397940009,1.9939,,0.441485634,31.64920635,,,,,,,
07_12_2021,Nutnet,25,10,Solidago_missouriensis,SM_Nutnet_25(S1)_B,0.0888,0.2013,0.05,-1.301029996,2.94894,,0.441132638,33.20878378,,,,,,,
07_12_2021,Nutnet,25,10,Solidago_missouriensis,SM_Nutnet_25(S1)_C,0.0625,0.1591,0.04,-1.397940009,2.87528,,0.392834695,46.00448,,,,,,,
07_12_2021,Nutnet,25,10,Solidago_missouriensis,SM_Nutnet_25(S2)_A,0.0584,0.1349,0.04,-1.397940009,2.15138,,0.432913269,36.83869863,,,,,,,
07_12_2021,Nutnet,25,10,Solidago_missouriensis,SM_Nutnet_25(S2)_B,0.0743,0.1736,0.04,-1.397940009,2.7051,,0.427995392,36.40780619,,,,,,,
07_12_2021,Nutnet,25,10,Solidago_missouriensis,SM_Nutnet_25(S2)_C,0.0754,0.1804,0.04,-1.397940009,3.04546,,0.417960089,40.39071618,,,,,,,
07_06_2021,Change,A2,20,Solidago_missourlensis,SM_Change_A2_A,0.1166,0.2682,0.06,-1.22184875,3.04038,,0.434750186,26.07530017,,,,,,,
07_06_2021,Change,A2,20,Solidago_missourlensis,SM_Change_A2_B,0.1148,0.2688,0.04,-1.397940009,3.08864,,0.427083333,26.90452962,,,,,,,
07_06_2021,Change,A2,20,Solidago_missourlensis,SM_Change_A2_C,0.1317,0.3035,0.05,-1.301029996,3.5433,,0.433937397,26.90432802,,,,,,,
07_06_2021,Change,A3,10,Solidago_missourlensis,SM_Change_A3_A,0.0675,0.1522,0.06,-1.22184875,2.02692,,0.443495401,30.02844444,,,,,,,
07_06_2021,Change,A3,10,Solidago_missourlensis,SM_Change_A3_B,0.0648,0.1774,0.04,-1.397940009,2.3114,,0.365276212,35.66975309,,,,,,,
07_06_2021,Change,A3,10,Solidago_missourlensis,SM_Change_A3_C,0.0746,0.1688,0.04,-1.397940009,2.23012,,0.441943128,29.89436997,,,,,,,
07_06_2021,Change,A6,Control,Solidago_missourlensis,SM_Change_A6_A,0.1062,0.2657,0.05,-1.301029996,3.2131,,0.399698909,30.25517891,,,,,,,
07_06_2021,Change,A6,Control,Solidago_missourlensis,SM_Change_A6_B,0.0956,0.2399,0.05,-1.301029996,2.91846,,0.398499375,30.52782427,,,,,,,
07_06_2021,Change,A6,Control,Solidago_missourlensis,SM_Change_A6_C,0.119,0.3119,0.06,-1.22184875,3.53822,,0.381532543,29.73294118,,,,,,,
07_06_2021,Change,A8,2.5,Solidago_missourlensis,SM_Change_A8_A,0.0354,0.0815,0.04,-1.397940009,0.88646,,0.434355828,25.04124294,,,,,,,
07_06_2021,Change,A8,2.5,Solidago_missourlensis,SM_Change_A8_B,0.0358,0.0855,0.04,-1.397940009,0.97282,,0.41871345,27.17374302,,,,,,,
07_06_2021,Change,A8,2.5,Solidago_missourlensis,SM_Change_A8_C,0.036,0.082,0.05,-1.301029996,0.89916,,0.43902439,24.97666667,,,,,,,
07_07_2021,Change,B9,Control,Solidago_missourlensis,SM_Change_B9_A,0.0099,0.026,0.03,-1.522878745,0.35052,,0.380769231,35.40606061,,,,,,,
07_07_2021,Change,B9,Control,Solidago_missourlensis,SM_Change_B9_B,0.0106,0.0281,0.03,-1.522878745,0.3683,,0.377224199,34.74528302,,,,,,,
07_07_2021,Change,B9,Control,Solidago_missourlensis,SM_Change_B9_C,0.0117,0.0302,0.03,-1.522878745,0.38354,,0.387417219,32.78119658,,,,,,,
07_07_2021,Change,B10,2.5,Solidago_missourlensis,SM_Change_B10_A,0.0297,0.0683,0.04,-1.397940009,0.92202,,0.434846267,31.04444444,,,,,,,
07_07_2021,Change,B10,2.5,Solidago_missourlensis,SM_Change_B10_B,0.0316,0.0718,0.04,-1.397940009,0.9017,,0.440111421,28.53481013,,,,,,,
07_07_2021,Change,B10,2.5,Solidago_missourlensis,SM_Change_B10_C,0.0403,0.0902,0.04,-1.397940009,1.17348,,0.446784922,29.11861042,,,,,,,
07_07_2021,Change,B12,20,Solidago_missourlensis,SM_Change_B12_A,0.1131,0.2701,0.06,-1.22184875,3.33502,,0.418733802,29.48735632,,,,,,,
07_07_2021,Change,B12,20,Solidago_missourlensis,SM_Change_B12_B,0.1117,0.2739,0.06,-1.22184875,3.47472,,0.407813071,31.10760967,,,,,,,
07_07_2021,Change,B12,20,Solidago_missourlensis,SM_Change_B12_C,0.109,0.2602,0.06,-1.22184875,3.29438,,0.418908532,30.22366972,,,,,,,
07_07_2021,Change,B15,10,Solidago_missourlensis,SM_Change_B15_A,0.0711,0.1835,0.04,-1.397940009,2.26568,,0.38746594,31.86610408,,,,,,,
07_07_2021,Change,B15,10,Solidago_missourlensis,SM_Change_B15_B,0.0679,0.1831,0.05,-1.301029996,2.2479,,0.370835609,33.10603829,,,,,,,
07_07_2021,Change,B15,10,Solidago_missourlensis,SM_Change_B15_C,0.0696,0.1837,0.05,-1.301029996,2.29616,,0.378878606,32.9908046,,,,,,,
07_07_2021,Change,C18,20,Solidago_missourlensis,SM_Change_C18_A,0.0656,0.1796,0.04,-1.397940009,2.06502,,0.365256125,31.47896341,,,,,,,
07_07_2021,Change,C18,20,Solidago_missourlensis,SM_Change_C18_B,0.0819,0.229,0.07,-1.15490196,2.53746,,0.357641921,30.98241758,,,,,,,
07_07_2021,Change,C18,20,Solidago_missourlensis,SM_Change_C18_C,0.0785,0.2212,0.06,-1.22184875,2.5527,,0.354882459,32.51847134,,,,,,,
07_07_2021,Change,C19,10,Solidago_missourlensis,SM_Change_C19_A,0.0916,0.2185,0.05,-1.301029996,2.4892,,0.419221968,27.17467249,,,,,,,
07_07_2021,Change,C19,10,Solidago_missourlensis,SM_Change_C19_B,0.0929,0.2098,0.05,-1.301029996,2.38506,,0.442802669,25.67341227,,,,,,,
07_07_2021,Change,C19,10,Solidago_missourlensis,SM_Change_C19_C,0.0973,0.2305,0.05,-1.301029996,2.70256,,0.422125813,27.77553957,,,,,,,
07_07_2021,Change,C21,Control,Solidago_missourlensis,SM_Change_C21_A,0.0477,0.1189,0.04,-1.397940009,1.55956,,0.40117746,32.6951782,,,,,,,
07_07_2021,Change,C21,Control,Solidago_missourlensis,SM_Change_C21_B,0.0572,0.1429,0.05,-1.301029996,1.85166,,0.400279916,32.37167832,,,,,,,
07_07_2021,Change,C21,Control,Solidago_missourlensis,SM_Change_C21_C,0.0487,0.1206,0.04,-1.397940009,1.59512,,0.403814262,32.75400411,,,,,,,
07_07_2021,Change,C22,2.5,Solidago_missourlensis,SM_Change_C22_A,0.0766,0.1688,0.05,-1.301029996,1.78816,,0.453791469,23.34412533,,,,,,,
07_07_2021,Change,C22,2.5,Solidago_missourlensis,SM_Change_C22_B,0.0899,0.2024,0.05,-1.301029996,2.00914,,0.444169961,22.34860957,,,,,,,
07_07_2021,Change,C22,2.5,Solidago_missourlensis,SM_Change_C22_C,0.0877,0.1981,0.05,-1.301029996,2.08026,,0.442705704,23.72018244,,,,,,,
07_07_2021,Change,D25,2.5,Solidago_missourlensis,SM_Change_D25_A,0.0801,0.197,0.05,-1.301029996,2.0701,,0.406598985,25.84394507,,,,,,,
07_07_2021,Change,D25,2.5,Solidago_missourlensis,SM_Change_D25_B,0.0842,0.2026,0.05,-1.301029996,2.21742,,0.415597236,26.33515439,,,,,,,
07_07_2021,Change,D25,2.5,Solidago_missourlensis,SM_Change_D25_C,0.0948,0.2301,0.05,-1.301029996,2.48158,,0.411994785,26.17700422,,,,,,,
07_07_2021,Change,D30,Control,Solidago_missourlensis,SM_Change_D30_A,0.1289,0.3479,0.07,-1.15490196,3.54076,,0.370508767,27.46904577,,,,,,,
07_07_2021,Change,D30,Control,Solidago_missourlensis,SM_Change_D30_B,0.1166,0.3048,0.07,-1.15490196,3.19786,,0.382545932,27.42590051,,,,,,,
07_07_2021,Change,D30,Control,Solidago_missourlensis,SM_Change_D30_C,0.1191,0.3233,0.05,-1.301029996,3.3147,,0.368388494,27.83123426,,,,,,,
07_07_2021,Change,D31,10,Solidago_missourlensis,SM_Change_D31_A,0.0209,0.0499,0.03,-1.522878745,0.49276,,0.418837675,23.57703349,,,,,,,
07_07_2021,Change,D31,10,Solidago_missourlensis,SM_Change_D31_B,0.0304,0.0723,0.04,-1.397940009,0.69596,,0.420470263,22.89342105,,,,,,,
07_07_2021,Change,D31,10,Solidago_missourlensis,SM_Change_D31_C,0.0343,0.0789,0.04,-1.397940009,0.79502,,0.434727503,23.17842566,,,,,,,
07_07_2021,Change,D32,20,Solidago_missourlensis,SM_Change_D32_A,0.0712,0.1963,0.05,-1.301029996,2.3241,,0.362710138,32.64185393,,,,,,,
07_07_2021,Change,D32,20,Solidago_missourlensis,SM_Change_D32_B,0.0767,0.2152,0.05,-1.301029996,2.55016,,0.356412639,33.24850065,,,,,,,
07_07_2021,Change,D32,20,Solidago_missourlensis,SM_Change_D32_C,0.071,0.1828,0.05,-1.301029996,2.18948,,0.388402626,30.83774648,,,,,,,
07_07_2021,Change,E33,Control,Solidago_missourlensis,SM_Change_E33_A,0.0728,0.1694,0.05,-1.301029996,1.7399,,0.429752066,23.89972527,,,,,,,
07_07_2021,Change,E33,Control,Solidago_missourlensis,SM_Change_E33_B,0.0839,0.1893,0.05,-1.301029996,1.85928,,0.443211833,22.16066746,,,,,,,
07_07_2021,Change,E33,Control,Solidago_missourlensis,SM_Change_E33_C,0.0826,0.193,0.05,-1.301029996,1.97866,,0.427979275,23.95472155,,,,,,,
07_07_2021,Change,E34,20,Solidago_missourlensis,SM_Change_E34_A,0.0525,0.1194,0.04,-1.397940009,1.2954,,0.439698493,24.67428571,,,,,,,
07_07_2021,Change,E34,20,Solidago_missourlensis,SM_Change_E34_B,0.0493,0.1178,0.05,-1.301029996,1.31064,,0.418505942,26.58498986,,,,,,,
07_07_2021,Change,E34,20,Solidago_missourlensis,SM_Change_E34_C,0.0636,0.1531,0.05,-1.301029996,1.64084,,0.415414762,25.79937107,,,,,,,
07_07_2021,Change,E37,2.5,Solidago_missourlensis,SM_Change_E37_A,0.0742,0.1751,0.05,-1.301029996,2.09296,,0.423757853,28.20700809,,,,,,,
07_07_2021,Change,E37,2.5,Solidago_missourlensis,SM_Change_E37_B,0.0732,0.1768,0.05,-1.301029996,2.14122,,0.414027149,29.25163934,,,,,,,
07_07_2021,Change,E37,2.5,Solidago_missourlensis,SM_Change_E37_C,0.0714,0.1704,0.06,-1.22184875,2.0701,,0.419014085,28.9929972,,,,,,,
07_07_2021,Change,E40,10,Solidago_missourlensis,SM_Change_E40_A,0.025,0.0594,0.04,-1.397940009,0.762,,0.420875421,30.48,,,,,,,
07_07_2021,Change,E40,10,Solidago_missourlensis,SM_Change_E40_B,0.0317,0.0774,0.04,-1.397940009,0.84582,,0.409560724,26.68201893,,,,,,,
07_07_2021,Change,E40,10,Solidago_missourlensis,SM_Change_E40_C,0.0297,0.0718,0.04,-1.397940009,0.8763,,0.413649025,29.50505051,,,,,,,
07_07_2021,Change,F41,20,Solidago_missourlensis,SM_Change_F41_A,0.0502,0.1523,0.06,-1.22184875,2.00152,,0.329612607,39.87091633,,,,,,,
07_07_2021,Change,F41,20,Solidago_missourlensis,SM_Change_F41_B,0.0488,0.1534,0.05,-1.301029996,2.24282,,0.318122555,45.95942623,,,,,,,
07_07_2021,Change,F41,20,Solidago_missourlensis,SM_Change_F41_C,0.0515,0.1633,0.05,-1.301029996,2.38252,,0.315370484,46.26252427,,,,,,,
07_07_2021,Change,F44,10,Solidago_missourlensis,SM_Change_F44_A,0.091,0.2353,0.05,-1.301029996,2.87782,,0.386740332,31.6243956,,,,,,,
07_07_2021,Change,F44,10,Solidago_missourlensis,SM_Change_F44_B,0.0831,0.2097,0.06,-1.22184875,2.70002,,0.396280401,32.4912154,,,,,,,
07_07_2021,Change,F44,10,Solidago_missourlensis,SM_Change_F44_C,0.0934,0.2344,0.05,-1.301029996,2.96672,,0.398464164,31.76359743,,,,,,,
07_07_2021,Change,F45,Control,Solidago_missourlensis,SM_Change_F45_A,0.0199,0.0451,0.03,-1.522878745,0.50546,,0.441241685,25.4,,,,,,,
07_07_2021,Change,F45,Control,Solidago_missourlensis,SM_Change_F45_B,0.015,0.0333,0.03,-1.522878745,0.39878,,0.450450451,26.58533333,,,,,,,
07_07_2021,Change,F45,Control,Solidago_missourlensis,SM_Change_F45_C,0.021,0.0504,0.04,-1.397940009,0.6096,,0.416666667,29.02857143,,,,,,,
07_26_2021,Pplots,F1,Control,Andropogon_gerardii,AG_Pplots_F1_A,0.2334,0.5214,0.03,-1.522878745,10.61466,,0.447640967,45.47840617,,,,,,,
07_26_2021,Pplots,F1,Control,Andropogon_gerardii,AG_Pplots_F1_B,0.2597,0.5619,0.04,-1.397940009,11.01598,,0.462181883,42.41809781,,,,,,,
07_26_2021,Pplots,F1,Control,Andropogon_gerardii,AG_Pplots_F1_C,0.1317,0.3189,0.03,-1.522878745,6.52018,,0.412982126,49.5078208,,,,,,,
07_26_2021,Pplots,E5,10,Andropogon_gerardii,AG_Pplots_E5_A,0.1401,0.3154,0.05,-1.301029996,6.75386,,0.444197844,48.20742327,,,,,,,
07_26_2021,Pplots,E5,10,Andropogon_gerardii,AG_Pplots_E5_B,0.109,0.3572,0.05,-1.301029996,6.25094,,0.305151176,57.34807339,,,,,,,
07_26_2021,Pplots,E5,10,Andropogon_gerardii,AG_Pplots_E5_C,0.1489,0.3054,0.04,-1.397940009,7.01548,,0.487557302,47.11537945,,,,,,,
07_26_2021,Pplots,C5,Control,Andropogon_gerardii,AG_Pplots_C5_A,0.1157,0.2868,0.05,-1.301029996,4.8387,,0.403417015,41.82108902,,,,,,,
07_26_2021,Pplots,C5,Control,Andropogon_gerardii,AG_Pplots_C5_B,0.1197,0.255,0.03,-1.522878745,5.42798,,0.469411765,45.346533,,,,,,,
07_26_2021,Pplots,C5,Control,Andropogon_gerardii,AG_Pplots_C5_C,0.084,0.1955,0.04,-1.397940009,4.82854,,0.429667519,57.48261905,,,,,,,
07_26_2021,Pplots,A5,Control,Andropogon_gerardii,AG_Pplots_A5_A,0.2242,0.5153,0.05,-1.301029996,10.53592,,0.435086358,46.99339875,actual values ,,,,,,
07_26_2021,Pplots,A5,Control,Andropogon_gerardii,AG_Pplots_A5_B,0.261,0.5542,0.05,-1.301029996,10.6553,,0.470949116,40.82490421,actual values ,,,,,,
07_26_2021,Pplots,A5,Control,Andropogon_gerardii,AG_Pplots_A5_C,0.1367,0.3504,0.03,-1.522878745,7.2517,,0.390125571,53.04828091,actual values ,,,,,,
07_26_2021,Pplots,D6,Control,Andropogon_gerardii,AG_Pplots_D6_A,0.0473,0.1092,0.02,-1.698970004,2.94386,,0.433150183,62.23805497,,,,,,,
07_26_2021,Pplots,D6,Control,Andropogon_gerardii,AG_Pplots_D6_B,0.0441,0.101,0.02,-1.698970004,3.01244,,0.436633663,68.30929705,,,,,,,
07_26_2021,Pplots,D6,Control,Andropogon_gerardii,AG_Pplots_D6_C,0.09,0.2291,0.04,-1.397940009,4.55422,,0.392841554,50.60244444,,,,,,,
07_26_2021,Pplots,C6,Control,Andropogon_gerardii,AG_Pplots_C6_A,0.0736,0.1703,0.03,-1.522878745,3.98272,,0.432178509,54.11304348,,,,,,,
07_26_2021,Pplots,C6,Control,Andropogon_gerardii,AG_Pplots_C6_B,0.0929,0.2019,0.03,-1.522878745,4.826,,0.460128777,51.94833154,,,,,,,
07_26_2021,Pplots,C6,Control,Andropogon_gerardii,AG_Pplots_C6_C,0.0693,0.1404,0.04,-1.397940009,3.64236,,0.493589744,52.55930736,,,,,,,
07_26_2021,Pplots,B6,10,Andropogon_gerardii,AG_Pplots_B6_A,,,,,6.56336,,,,,,,,,,
07_26_2021,Pplots,B6,10,Andropogon_gerardii,AG_Pplots_B6_B,,,,,3.52806,,,,,,,,,,
07_26_2021,Pplots,B6,10,Andropogon_gerardii,AG_Pplots_B6_C,,,,,9.14654,,,,,,,,,,
